
param: nodes:              	E        	D      P pmax:=	
137            	290          	1713.17     	0            
137            	286          	2376.1      	0            
350          	363          	3269.13     	0            
138            	327          	1367.7      	0            
138            	315          	2916.48     	0            
95            	140            	1219.63     	0            
140            	96            	1169.42     	0            
140            	138            	2731.3      	0            
357          	141            	2264.11     	0            
141            	142            	434.17      	0            
142            	356          	1900.58     	0            
142            	374          	3115.82     	0            
375          	141            	3127.93     	0            
270          	143            	1275.86     	0            
143            	261          	5269.05     	0            
143            	144            	2238.11     	0            
144            	276          	1504.52     	0            
292          	146            	1001.6      	0            
146            	104            	1510.75     	0            
145            	147            	2373.71     	0            
147            	146            	3797.67     	0            
144            	145            	3138.06     	0            
145            	284          	1335.1      	0            
145            	102            	3807.84     	0            
146            	62           	6739.7      	0            
62           	148            	7819.87     	0            
148            	319          	5076.28     	0            
64           	334          	1637.26     	0            
64           	148            	5256.82     	0            
65           	343          	831.88      	0            
65           	328          	3239.4      	0            
65           	380             	2028.36     	0    
380             	66           	6987.34     	0    
66           	67           	806.7       	0            
66           	368          	4013.12     	0            
373          	67           	5608.8      	0            
376          	68           	606.84      	0            
68           	378          	1941.72     	0            
273          	272          	695.97      	0            
283          	69           	1628.31     	0            
69           	280          	1624.1      	0            
69           	133            	2944.45     	0            
273          	69           	3650.53     	0            
113            	70           	2951.07     	0            
70           	274          	9053.57     	0            
255          	71           	1551.47     	0            
71           	70           	2473.86     	0            
71           	266          	2953.31     	0            
71           	73           	2750.54     	0            
73           	254          	980.44      	0            
73           	265          	3358.35     	0            
73           	4              	2833.49     	0            
4              	74           	3177.21     	0            
74           	268          	2181.33     	0            
74           	75           	1406.36     	0            
75           	273          	3143.95     	0            
75           	264          	1845.81     	0            
264          	74           	1800.89     	0            
273          	76           	4004.61     	0            
76           	75           	2798.06     	0            
78           	76           	3322.35     	0            
77           	78           	470.66      	0            
78           	263          	4331.69     	0            
79           	277          	351.62      	0            
79           	77           	4201.56     	0            
220          	229          	4323.53     	0            
176          	81           	1601.17     	0            
81           	171          	4200.73     	0            
81           	80           	5629.77     	0            
80           	192          	2469.68     	0            
80           	181          	1616.97     	0            
82           	247          	8311.52     	0            
82           	206          	8015.95     	0            
82           	233          	9276.9      	0            
144            	17              	4468.41     	0    
145            	37             	2822.71     	0            
81           	39              	1           	0    
63           	58              	2757.1      	0    
140            	7             	1           	0            
114            	8             	1           	0            
274          	9             	6392.38     	0            
380             	21             	1           	0    
78           	26             	4072.33     	0            
141            	31             	1           	0            
118            	41             	1           	0            
94            	44             	1           	0            
132            	55             	1           	0            
72            	160          	3391.8      	0            
72            	372           	2154.09     	0            
288          	36             	1           	0            
306          	16             	1           	0            
278          	42             	1           	0            
239          	103            	1           	0            
159          	106            	1           	0            
162          	165          	1861.19     	0            
329          	108            	1           	0            
350          	110            	6033.28     	0            
110            	343          	2271.7      	0            
84           	149           	156.7       	0            
84           	182          	7217.68     	0            
150           	85           	283.87      	0            
85           	172          	1615.3      	0            
85           	184          	8562.95     	0            
320          	10             	1           	0            
351          	152           	501.16      	0            
86           	68           	11412.68    	0            
86           	67           	3637.05     	0            
109            	153           	402.03      	0            
153           	86           	389.84      	0            
109            	66           	3562.92     	0            
154           	61            	658.04      	0            
120            	5              	318.85      	0            
5              	117            	392.34      	0            
229          	2             	6692.27     	0            
2             	233          	826.01      	0            
287          	155             	1           	0    
62           	63           	4346.69     	0            
233          	379             	1           	0    ;

param: pipes:     d             C       R :=
1                 0.044        12      120 
2                 0.064        17      120 
3                 0.0808       21      120 
4                 0.104        34      120 
5                 0.117        42      120 
6                 0.141        55      120 
7                 0.159        61      120 
8                 0.207        98      120 
9                 0.225        116     120 
10                0.262        126     120 
11                0.307        146     120 
12                0.384        199     120 
13                0.480        285     120 
14                0.518        334     120 
15                0.622        411     120 
;
